,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Access Control,Acoustic Designation,Blind Type,Comments,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Ironmongery Set,Keynote,Level,Mark,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Manufacturer,Fire Designation,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating
IfcText('INT2C17.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText(''),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('3rKzxP$Er6TQT$d39x6sI3'),IfcText('22c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2C17.D2'),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS PVC'),IfcText('DD/SS (GL)'),IfcText('J121'),IfcLengthMeasure(1910.),,IfcText('FD30S'),,,,,,
IfcText('INT2059.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('32x0Z24Ov8xANF8BAedzvl'),IfcText('05cDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2059.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(122.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2056.D3'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText('IBT 04'),IfcText('Blind - Laser'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(1126.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('32x0Z24Ov8xANF8BAedzvW'),IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2056.D3'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1210.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(124.5),IfcLabel('IDT 1c - Single Door (Glazed): 1210mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J228'),IfcLengthMeasure(1210.),IfcText('Revit'),,,,,,,
IfcText('INT2061.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText('30dB'),IfcText('IBT 01'),,IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.T.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('32x0Z24Ov8xANF8BAedzvw'),IfcText('06c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2061.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcText('SD/SS (GL)'),IfcText('J226'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2056.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText(''),IfcText('IBT 04'),IfcText('Blind - Laser'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3c'),IfcBoolean(.F.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('32x0Z24Ov8xANF8BAedzvm'),IfcText('13c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2056.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(112.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS (GL)'),IfcText('J227'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2056.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('32x0Z24Ov8xANF8BAedzv8'),IfcText('13c+'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2056.D2'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(112.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Lead Lined PVC'),IfcText('DD/SS'),IfcText('J216'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2054.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('32x0Z24Ov8xANF8BAedzv9'),IfcText('13a'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2054.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(122.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('DD/SS'),IfcText('J127'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2057.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText('30dB'),IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('32x0Z24Ov8xANF8BAedzvD'),IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2057.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(124.5),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS'),IfcText('J215'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2058.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('32x0Z24Ov8xANF8BAedzv1'),IfcText('05bDA'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2058.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),IfcText('FD30S'),,,,,,
IfcText('INT2056.D4'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,,IfcText('IBT 04'),IfcText('Blind - Laser'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 5'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('32x0Z24Ov8xANF8BAedzv2'),IfcText('19c+'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2056.D4'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J229'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2101.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText('30dB'),IfcText('IBT 01'),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.T.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3c'),IfcBoolean(.F.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('16b'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2101.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(122.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('DD/SS (GL)'),IfcText('J217'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2102.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText('30dB'),IfcText('IBT 01'),,IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.T.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3c'),IfcBoolean(.F.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('16b'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2102.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(122.),IfcLabel('IDT 3c - Equal Double Door (Glazed): 1910mm - 2110mm S/O PVC'),IfcText('DD/SS (GL)'),IfcText('J217'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2103.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText('30dB'),IfcText('IBT 01'),,IfcText('DUD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.T.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 2c'),IfcBoolean(.F.),IfcLabel('IDT 2c - Double Unequal Door (Glazed): 1510mm - 2110mm S/O'),IfcLabel('IDT 2c - Double Unequal Door (Glazed): 1510mm - 2110mm S/O'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),,,IfcText('16b'),IfcText('L20'),IfcLabel('Level: Level 2'),IfcText('INT2103.D1'),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(122.000000000962),IfcLabel('IDT 2c - Double Unequal Door (Glazed): 1510mm - 2110mm S/O'),IfcText('DUD/SS (GL)'),IfcText('J235'),IfcLengthMeasure(1510.),,,,,,IfcLengthMeasure(900.),IfcLengthMeasure(521.),IfcText('TBC')
IfcText('INT2119.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),,IfcText('42a'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2119.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O PVC'),IfcText('DD/SS'),IfcText('J127'),IfcLengthMeasure(1910.),,,,,,,,
IfcText('INT2041.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText(''),,IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),,IfcText('06c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2041.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O PVC'),IfcText('SD/SS'),IfcText('J81'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
IfcText('INT2062.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText(''),IfcText(''),IfcText(''),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),,IfcText('06a'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2062.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcText('SD/SS (GL)'),IfcText('J226'),IfcLengthMeasure(1060.),IfcText('Revit'),IfcText('FD30S'),,,,,,
IfcText('INT2063.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText(''),IfcText(''),,IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText(''),IfcText('06c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2063.D1'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O PVC'),IfcText('SD/SS (GL)'),IfcText('J226'),IfcLengthMeasure(1060.),IfcText('Revit'),IfcText(''),,,,,,
IfcText('INT2064.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText(''),,IfcText(''),,IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O PVC'),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),,IfcText('17c'),IfcText('L20/435'),IfcLabel('Level: Level 2'),IfcText('INT2064.D1'),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O PVC'),IfcText('DUD/SS'),IfcText('J104'),IfcLengthMeasure(1510.),,IfcText('FD30S'),IfcBoolean(.F.),IfcText('TBC'),IfcText('TBC'),IfcLengthMeasure(900.),IfcLengthMeasure(521.),
IfcText('INT2079.D2'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),,IfcText('IBT 03'),IfcText('Blind - Blackout'),IfcText('SD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),IfcText('Delayed Close'),IfcBoolean(.T.),IfcText(''),IfcText('Code 3'),IfcText('Yes'),IfcText('IDT 1c'),IfcBoolean(.F.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('PVC Wrapped'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),,IfcText('19c'),IfcText('L20/436'),IfcLabel('Level: Level 2'),IfcText('INT2079.D2'),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(112.),IfcLabel('IDT 1c - Single Door (Glazed): 1060mm - 2110mm S/O Lead Lined PVC'),IfcText('SD/SS (GL)'),IfcText('J229'),IfcLengthMeasure(1060.),IfcText('Revit'),,,,,,,
