,Unnamed: 0,id,type,GlobalId,OwnerHistory,Name,Description,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,Fire Designation,Mark,DoorType,Mapped Level,Mapped MasterMark,Mapped Type,Mapped Height,Mapped Width,Mapped Fire Rating,Mapped Spec Ref,Mapped Access Control,Mapped Leaf Protection,Mapped Door Power,Mapped Ironmongery Set,Mapped Gap,Mapped Acoustic Rating,Mapped Wall Thickness (mm),Mapped Set ref,Mapped DoorType,Mapped Leaf,Mapped Swing,Mapped Fire,Mapped Xray,Mapped PowerCloserDelay,Mapped PullOrLever,Mapped Lock,Mapped SlaveLeafBolted,Mapped AccessControl,Mapped Direction,Mapped KickPlate,Mapped Mid-rail,Mapped FingerProtection,Mapped TypicalUses,Mapped SetDetails,Mapped Mid‐rail
35,580900,580900,IfcDoor,3eOXcpD6L1ufOkkwnXB$6K,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:2389920,,1510mm - 2110mm S/O Laminate,"#977578=IfcLocalPlacement(#977555,#977577)","#580894=IfcProductDefinitionShape($,$,(#580887,#580892))",2389920,2110,1510,,PTH0023.D1,IDT 2b ,Level 0,PTH0023.D1,IDT 2b,2110,1510,,L20/431,,Half Height/Edge,,17g,3,30dB,97,17g,,1.5,Single,,,,Lever,Lock,Flush,,,,,,(pvc-wrapped),New set - As LSL 17b minus kickplates,
36,582055,582055,IfcDoor,3eOXcpD6L1ufOkkwnXBmTS,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:2392424,,1510mm - 2110mm S/O Laminate,"#977245=IfcLocalPlacement(#977224,#977244)","#582049=IfcProductDefinitionShape($,$,(#582042,#582047))",2392424,2110,1510,,PTH0038.D2,IDT 2d ,Level 0,PTH0038.D2,IDT 2d,2110,1510,,L20/431,Yes,Kick,,08k,6,30dB,97,08k,,1.5,Single,,,2 Closers,Pull,,,Double maglock,In,1 side,,,,"New set - As LSL 08 minus Fire Door Keep Shut and Fire Door Keep Locked signs, minus flushbolts; maglock changed to double maglock; additional closer",
37,582435,582435,IfcDoor,3eOXcpD6L1ufOkkwnXBmKK,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 2b - Double Unequal Door (Glazed):1510mm - 2110mm S/O Laminate:2392864,,1510mm - 2110mm S/O Laminate,"#977617=IfcLocalPlacement(#977594,#977616)","#582429=IfcProductDefinitionShape($,$,(#582422,#582427))",2392864,2110,1510,,PTH0037.D1,IDT 2b ,Level 0,PTH0037.D1,IDT 2b,2110,1510,,L20/431,Yes,Kick,,08b,6,,97,08b,,1.5,Single,,,Closer,Pull,Lock,Flush,Maglock,Out,1 side,,,Pharmacy,"As LSL plus lockcase, cylinder, escutcheons",
38,617340,617340,IfcDoor,3oc9lMjNLFphPugEMJGmne,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2395838,,1060mm-2110mm S/O Laminate,"#975847=IfcLocalPlacement(#975828,#975846)","#617334=IfcProductDefinitionShape($,$,(#617327,#617332))",2395838,2110,1060,,PTH0005.D1,IDT 1b ,Level 0,PTH0005.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
39,617477,617477,IfcDoor,3oc9lMjNLFphPugEMJGmsm,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2396006,,1060mm-2110mm S/O Laminate,"#975882=IfcLocalPlacement(#975863,#975881)","#617471=IfcProductDefinitionShape($,$,(#617464,#617469))",2396006,2110,1060,,PTH0003.D1,IDT 1b ,Level 0,PTH0003.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
40,617612,617612,IfcDoor,1G6vzVkFf6Dgst1kHoo7_S,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2396071,,1060mm-2110mm S/O Laminate,"#975812=IfcLocalPlacement(#975791,#975811)","#617606=IfcProductDefinitionShape($,$,(#617599,#617604))",2396071,2110,1060,,PTH0002.D1,IDT 1b ,Level 0,PTH0002.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
41,618197,618197,IfcDoor,3oc9lMjNLFphPugEMJGnDM,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2396544,,1060mm-2110mm S/O Laminate,"#977430=IfcLocalPlacement(#977407,#977429)","#618191=IfcProductDefinitionShape($,$,(#618184,#618189))",2396544,2110,1060,,PTH0006.D1,IDT 1b ,Level 0,PTH0006.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
42,653169,653169,IfcDoor,181oGc_abCmg$6DQO48oy_,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2397669,,1060mm-2110mm S/O Laminate,"#975917=IfcLocalPlacement(#975898,#975916)","#653163=IfcProductDefinitionShape($,$,(#653156,#653161))",2397669,2110,1060,,PTH0004.D1,IDT 1b ,Level 0,PTH0004.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
43,653306,653306,IfcDoor,2S0jWRcmHE1PhHt8K4d6m1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:2400499,,1510mm - 2110mm S/O Laminate,"#977391=IfcLocalPlacement(#977372,#977390)","#653300=IfcProductDefinitionShape($,$,(#653293,#653298))",2400499,2110,1510,,PTH0035.D1,IDT 2d ,Level 0,PTH0035.D1,IDT 2d,2110,1510,,L20/431,,Kick,,17b,6,,97,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
44,653437,653437,IfcDoor,0QHTBejDf2mx5hVRZjhKDU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2401880,,1060mm - 2110mm S/O Laminate,"#977794=IfcLocalPlacement(#977775,#977793)","#653431=IfcProductDefinitionShape($,$,(#653424,#653429))",2401880,2110,1060,,PTH0011.D1,IDT 1c ,Level 0,PTH0011.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
45,653575,653575,IfcDoor,0QHTBejDf2mx5hVRZjhKE2,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2401924,,1060mm - 2110mm S/O Laminate,"#977829=IfcLocalPlacement(#977810,#977828)","#653569=IfcProductDefinitionShape($,$,(#653562,#653567))",2401924,2110,1060,,PTH0012.D1,IDT 1c ,Level 0,PTH0012.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
46,653708,653708,IfcDoor,0QHTBejDf2mx5hVRZjhKF6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2401984,,1060mm - 2110mm S/O Laminate,"#977866=IfcLocalPlacement(#977845,#977865)","#653702=IfcProductDefinitionShape($,$,(#653695,#653700))",2401984,2110,1060,,PTH0013.D1,IDT 1c ,Level 0,PTH0013.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
47,680046,680046,IfcDoor,0QHTBejDf2mx5hVRZjhKF_,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2402040,,1060mm - 2110mm S/O Laminate,"#977689=IfcLocalPlacement(#977668,#977688)","#680040=IfcProductDefinitionShape($,$,(#680033,#680038))",2402040,2110,1060,,PTH0019.D1,IDT 1c ,Level 0,PTH0019.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
48,680183,680183,IfcDoor,0QHTBejDf2mx5hVRZjhK9E,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2402120,,1060mm - 2110mm S/O Laminate,"#977724=IfcLocalPlacement(#977705,#977723)","#680177=IfcProductDefinitionShape($,$,(#680170,#680175))",2402120,2110,1060,,PTH0018.D1,IDT 1c ,Level 0,PTH0018.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
49,680316,680316,IfcDoor,0QHTBejDf2mx5hVRZjhK9s,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2402160,,1060mm - 2110mm S/O Laminate,"#977759=IfcLocalPlacement(#977740,#977758)","#680310=IfcProductDefinitionShape($,$,(#680303,#680308))",2402160,2110,1060,,PTH0017.D1,IDT 1c ,Level 0,PTH0017.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
50,693225,693225,IfcDoor,2mjAL959zCG9M3zdX2uiV6,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1d - Single Door:1060mm - 2110mm S/O Powdercoated:2404610,,1060mm - 2110mm S/O Powdercoated,"#977901=IfcLocalPlacement(#977882,#977900)","#693219=IfcProductDefinitionShape($,$,(#693212,#693217))",2404610,2110,1060,,PTH0016.D1,IDT 1d ,Level 0,PTH0016.D1,IDT 1d,2110,1060,,L20/512,Yes,,,47,6,,181,47,,1,Single,,,Closer,Lever,Lock,,Electro‐mechanical,In,1 side,,,Cat3 Lab Lobby,"New set as part of certified SR3 doorset - 6no hinges c/w 9no heavy duty steel dog bolts, specialist single point locking system with electromechanical locking, lever handle, emergency escape breakdome, closer, 400mm high SSS kickplate, floor stop, ID disc (swipe to enter + interlink to prevent
opening when Cat3 Lab door is open)",
51,719633,719633,IfcDoor,2mjAL959zCG9M3zdX2uiTN,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2404755,,1060mm - 2110mm S/O Laminate,"#977938=IfcLocalPlacement(#977917,#977937)","#719627=IfcProductDefinitionShape($,$,(#719620,#719625))",2404755,2110,1060,,PTH0015.D1,IDT 1c ,Level 0,PTH0015.D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,785171,785171,IfcDoor,1tpAxqD5v1IOaXgFcz_F5D,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 3b - Equal Double Door (Glazed):1810mm - 2110mm S/O Laminate:2409590,,1810mm - 2110mm S/O Laminate,"#977977=IfcLocalPlacement(#977954,#977976)","#785165=IfcProductDefinitionShape($,$,(#785158,#785163))",2409590,2110,1810,,PTH0C01.D1,IDT 3b ,Level 0,PTH0C01.D1,IDT 3b,2110,1810,,L20/431,Yes,Kick/Mid/Edge,Delayed Close,11q,6,,97,11q,,2,Single,,,2 Delay,2 Pulls,,,Double Maglock,Out,1 side,,,,New set - As 11DA minus Fire Door Keep Shut signs; SSS kick and midplates changed to PVC,1 side
53,785368,785368,IfcDoor,1tpAxqD5v1IOaXgFcz_F0c,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2409757,,1060mm - 2110mm S/O Laminate,"#978014=IfcLocalPlacement(#977993,#978013)","#785362=IfcProductDefinitionShape($,$,(#785355,#785360))",2409757,2110,1060,,PTH0022.D1,IDT 1c ,Level 0,PTH0022.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
54,785504,785504,IfcDoor,3IX0qEhaLCzOQ5o8Px648D,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:2410286,,1510mm - 2110mm S/O Laminate,"#977171=IfcLocalPlacement(#977150,#977170)","#785498=IfcProductDefinitionShape($,$,(#785491,#785496))",2410286,2110,1510,,PTH0038.D1,IDT 2d ,Level 0,PTH0038.D1,IDT 2d,2110,1510,,L20/431,,Kick,,17b,6,30dB,97,17b,,1.5,Single,,,,Lever,Lock,Flush,,,1 side,,,,As LSL,
55,785935,785935,IfcDoor,3IX0qEhaLCzOQ5o8Px64rE,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2410605,,1060mm-2110mm S/O Laminate,"#977134=IfcLocalPlacement(#977115,#977133)","#785929=IfcProductDefinitionShape($,$,(#785922,#785927))",2410605,2110,1060,,PTH0040.D1,IDT 1b ,Level 0,PTH0040.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
56,820425,820425,IfcDoor,3IX0qEhaLCzOQ5o8Px64ss,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2410645,,1060mm-2110mm S/O Laminate,"#977282=IfcLocalPlacement(#977261,#977281)","#820419=IfcProductDefinitionShape($,$,(#820412,#820417))",2410645,2110,1060,,PTH0039.D1,IDT 1b ,Level 0,PTH0039.D1,IDT 1b,2110,1060,,L20/431,Yes,Kick,,04b,6,,97,04b,,1,Single,,,Closer,Pull,Lock,,Maglock,In,1 side,,,,New set - as 04b but SSS kickplate changed to PVC,
57,820679,820679,IfcDoor,3IX0qEhaLCzOQ5o8Px65K1,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2412578,,1060mm-2110mm S/O Laminate,"#977502=IfcLocalPlacement(#977483,#977501)","#820673=IfcProductDefinitionShape($,$,(#820666,#820671))",2412578,2110,1060,,PTH0032.D1,IDT 1b ,Level 0,PTH0032.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
58,820817,820817,IfcDoor,3IX0qEhaLCzOQ5o8Px65MZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2412672,,1060mm-2110mm S/O Laminate,"#977539=IfcLocalPlacement(#977518,#977538)","#820811=IfcProductDefinitionShape($,$,(#820804,#820809))",2412672,2110,1060,,PTH0029.D1,IDT 1b ,Level 0,PTH0029.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
59,820955,820955,IfcDoor,0EKAxdUUP36hVBpzXchHPc,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2413845,,1060mm-2110mm S/O Laminate,"#977208=IfcLocalPlacement(#977187,#977207)","#820949=IfcProductDefinitionShape($,$,(#820942,#820947))",2413845,2110,1060,,PTH0028.D1,IDT 1b ,Level 0,PTH0028.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
60,821089,821089,IfcDoor,0EKAxdUUP36hVBpzXchHQo,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2414017,,1060mm-2110mm S/O Laminate,"#975666=IfcLocalPlacement(#975645,#975665)","#821083=IfcProductDefinitionShape($,$,(#821076,#821081))",2414017,2110,1060,,PTH0026.D1,IDT 1b ,Level 0,PTH0026.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
61,821223,821223,IfcDoor,0EKAxdUUP36hVBpzXchHLd,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:2414100,,1060mm-2110mm S/O Laminate,"#975703=IfcLocalPlacement(#975682,#975702)","#821217=IfcProductDefinitionShape($,$,(#821210,#821215))",2414100,2110,1060,,PTH0025.D1,IDT 1b ,Level 0,PTH0025.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,3,30dB,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
62,848284,848284,IfcDoor,3yKGpQbqb9HQulKm$qACNL,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:2428691,,1060mm - 2110mm S/O Laminate,"#978053=IfcLocalPlacement(#978030,#978052)","#848278=IfcProductDefinitionShape($,$,(#848271,#848276))",2428691,2110,1060,,PTH0031.D1,IDT 1c ,Level 0,PTH0031.D1,IDT 1c,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
63,875094,875094,IfcDoor,3d9dZksifBwPoJIxdoAxpy,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 1d - Single Door1:900mm - 2110mm S/O Cold Room:2561265,,900mm - 2110mm S/O Cold Room,"#978129=IfcLocalPlacement(#978108,#978128)","#875088=IfcProductDefinitionShape($,$,(#875081,#875086))",2561265,2110,900,,PTH0043.D1,IDT 1d ,Level 0,PTH0043.D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,940325,940325,IfcDoor,3tj8ZJ4e1D0BqnoQW$KgTb,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462820)",IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:2562969,,1910mm - 2110mm S/O Laminate,"#978168=IfcLocalPlacement(#978145,#978167)","#940319=IfcProductDefinitionShape($,$,(#940312,#940317))",2562969,2110,1910,FD60S,PTH0C01.D2,IDT 3b ,Level 0,PTH0C01.D2,IDT 3b,2110,1910,FD60S,L20/431,Yes,Kick/Mid/Edge,Delayed Close,11fDA,3,,97,11fDA,,2,Single,Fire,,2 Delay,2 Pulls,Lock,,Double Maglock,Out,1 side,,,,"New set - As 11DA plus lockcase, cylinder, escutcheons, 2no 900x200 PVC midplates",
65,14586,14586,IfcDoor,2YqP8$nFTC3RqhHpEqjmzU,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:890979,,1060mm - 2110mm S/O Laminate,"#317715=IfcLocalPlacement(#317694,#317714)","#14580=IfcProductDefinitionShape($,$,(#14573,#14578))",890979,2110,1060,,PHA0005.D1,IDT 1d ,Level 0,PHA0005.D1,IDT 1d,2110,1060,,L20/431,Yes,Kick,,04b,6,,97,04b,,1,Single,,,Closer,Pull,Lock,,Maglock,In,1 side,,,,New set - as 04b but SSS kickplate changed to PVC,
66,49182,49182,IfcDoor,2YqP8$nFTC3RqhHpEqjmzP,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:890980,,1060mm-2110mm S/O Laminate,"#317750=IfcLocalPlacement(#317731,#317749)","#49176=IfcProductDefinitionShape($,$,(#49169,#49174))",890980,2110,1060,,PHA0003.D1,IDT 1b ,Level 0,PHA0003.D1,IDT 1b,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
67,49393,49393,IfcDoor,2YqP8$nFTC3RqhHpEqjmzO,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:890981,,1060mm - 2110mm S/O Laminate,"#317787=IfcLocalPlacement(#317766,#317786)","#49387=IfcProductDefinitionShape($,$,(#49380,#49385))",890981,2110,1060,,PHA0004.D1,IDT 1d ,Level 0,PHA0004.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
68,62664,62664,IfcDoor,1Pf9bIaYHEiQvnlygb$T2B,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:918526,,1060mm - 2110mm S/O Laminate,"#317824=IfcLocalPlacement(#317803,#317823)","#62658=IfcProductDefinitionShape($,$,(#62651,#62656))",918526,2110,1060,,PHA0006.D1,IDT 1d ,Level 0,PHA0006.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
69,75687,75687,IfcDoor,1zrdep5Jv3XhBzyfeJuiDp,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:921605,,1060mm - 2110mm S/O Laminate,"#317935=IfcLocalPlacement(#317912,#317934)","#75681=IfcProductDefinitionShape($,$,(#75674,#75679))",921605,2110,1060,,PHA0C01.D1,IDT 1d ,Level 0,PHA0C01.D1,IDT 1d,2110,1060,,L20/431,Yes,Kick/Edge,,04b*,6,,97,04b*,,1,Single,,,Closer,Pull,Lock,,Maglock,In,1 side,,,CU/Store,New set - As revised 04 minus Fire Door Keep Shut signs,
70,75825,75825,IfcDoor,3QBbJtJ2LDgR9Vb$9D087k,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:922102,,1060mm - 2110mm S/O Laminate,"#317861=IfcLocalPlacement(#317840,#317860)","#75819=IfcProductDefinitionShape($,$,(#75812,#75817))",922102,2110,1060,,PHA0002.D1,IDT 1d ,Level 0,PHA0002.D1,IDT 1d,2110,1060,,L20/431,,Kick,,06b,6,,97,06b,,1,Single,,,,Lever,Lock,,,,1 side,,,Consult/Exam; Office; Treatment; Cleaner; Linen; DU; Store; Beverage,As LSL,
71,89846,89846,IfcDoor,1B22w55Sb1kuoVodFbML_p,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:958981,,1510mm - 2110mm S/O Laminate,"#317972=IfcLocalPlacement(#317951,#317971)","#89840=IfcProductDefinitionShape($,$,(#89833,#89838))",958981,2110,1510,FD30S,PHA0021.D1,IDT 2d ,Level 0,PHA0021.D1,IDT 2d,2110,1510,FD30S,L20/431,,Half Height/Edge,Delayed Close,17c,3,,97,17c,,1.5,Single,Fire,,Delay,Pull,Lock,Flush,,,,,,Disposal Hold (half-height pvc),As LSL minus kickplates,
72,104492,104492,IfcDoor,3gIeJQ2tPB6wDdnrVHyRTH,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Security Door:959971,,1710mm - 2110mm S/O Security Door,"#318083=IfcLocalPlacement(#318060,#318082)","#104486=IfcProductDefinitionShape($,$,(#104479,#104484))",959971,2110,1710,,PHA0022.D1,IDT 2d ,Level 0,PHA0022.D1,IDT 2d,2110,1710,,L20/434,Yes,Kick,,08p,6,,143,08p,,1.5,Single,,,2 Closers,Pull,Lock,Flush,Double maglock,Out,1 side,,,PHA0022.D1,New set - as set 08b with additional closer and maglock changed to double type,
73,118100,118100,IfcDoor,0d2uDWG6v8wuOITNgMTbxZ,"#41=IfcOwnerHistory(#38,#5,$,.NOCHANGE.,$,$,$,1624462746)",IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Security Door:960249,,1510mm - 2110mm S/O Security Door,"#318120=IfcLocalPlacement(#318099,#318119)","#118094=IfcProductDefinitionShape($,$,(#118087,#118092))",960249,2110,1510,,PHA0018.D1,IDT 2d ,Level 0,PHA0018.D1,IDT 2d,2110,1510,,L20/434,Yes,Kick,Delayed Close,08m,6,,143,08m,,1.5,Single,,,2 Delay,Pull,,,Double maglock,In,1 side,,,,New set - As 08k but closer changed to delayed action type,
