,id,Mark,type,GlobalId,Name,Fire Designation,ObjectType,ObjectPlacement,Representation,Tag,OverallHeight,OverallWidth,MappedDoors
78,961444,ACU2133.D1,IfcDoor,395gRWTxT7LR4RZFef2KMU,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:924873,,1060mm - 2110mm S/O Laminate,"#1382287=IfcLocalPlacement(#1382264,#1382286)","#961438=IfcProductDefinitionShape($,$,(#961431,#961436))",924873,2109.99999999999,1060.0,
79,963736,ACU2C04.D2,IfcDoor,1Q9dE5QdbDde4ZkKzpcd7$,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:928280,FD30S,1910mm - 2110mm S/O Laminate,"#1382507=IfcLocalPlacement(#1382488,#1382506)","#963728=IfcProductDefinitionShape($,$,(#963721,#963726))",928280,2110.0,1909.99999999999,FD30S
80,964034,ACU2129.D1,IfcDoor,1Q9dE5QdbDde4ZkKzpcd7v,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:928286,,1060mm - 2110mm S/O Laminate,"#1382579=IfcLocalPlacement(#1382558,#1382578)","#964026=IfcProductDefinitionShape($,$,(#964019,#964024))",928286,2109.99999999999,1060.00000000001,
81,964959,ACC2031.D1,IfcDoor,2d7dxMhAXBluu0C6ujZ7sX,IDT 2e - Double Unequal Door Frameless:1424mm - 2060mm S/O Frameless Laminate:958275,,1424mm - 2060mm S/O Frameless Laminate,"#1379965=IfcLocalPlacement(#1379946,#1379964)","#964953=IfcProductDefinitionShape($,$,(#964946,#964951))",958275,2060.0,1424.00000000009,
82,977116,ACC2019.D2,IfcDoor,0ZRKXF_Nz3WBZe6_HE2rWJ,IDT 3d - Equal Double Door:1910mm - 2110mm S/O Lead Lined PVC:965075,,1910mm - 2110mm S/O Lead Lined PVC,"#1382616=IfcLocalPlacement(#1382595,#1382615)","#977110=IfcProductDefinitionShape($,$,(#977103,#977108))",965075,2110.0,1909.9999999999802,
83,977599,ACU2135.D1,IfcDoor,1gR3oolYX4B8WA4R2DB_IS,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:995571,,1060mm - 2110mm S/O Laminate,"#1382542=IfcLocalPlacement(#1382523,#1382541)","#977591=IfcProductDefinitionShape($,$,(#977584,#977589))",995571,2109.99999999999,1060.00000000001,
84,981015,ACU2142.D1,IfcDoor,1lPdJF5lr7Kh_DOn4sB$jF,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:995736,,1510mm - 2110mm S/O Laminate,"#1382651=IfcLocalPlacement(#1382632,#1382650)","#981009=IfcProductDefinitionShape($,$,(#981002,#981007))",995736,2110.00000000001,1510.00000000004,
85,981120,ACU2142.D2,IfcDoor,1lPdJF5lr7Kh_DOn4sB$jg,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:995773,,1510mm - 2110mm S/O Laminate,"#1382686=IfcLocalPlacement(#1382667,#1382685)","#981114=IfcProductDefinitionShape($,$,(#981107,#981112))",995773,2110.00000000001,1510.00000000004,
86,987819,ACU2110.D1,IfcDoor,0WaofehdD74RHKYzaM7YLa,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1014797,FD30S,1060mm - 2110mm S/O Laminate,"#1381601=IfcLocalPlacement(#1381580,#1381600)","#987813=IfcProductDefinitionShape($,$,(#987806,#987811))",1014797,2109.99999999999,1060.0,FD30S
87,1014637,ACU2132.D1,IfcDoor,0WaofehdD74RHKYzaM7YT1,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1015336,,1060mm - 2110mm S/O Laminate,"#1382724=IfcLocalPlacement(#1382702,#1382723)","#1014629=IfcProductDefinitionShape($,$,(#1014622,#1014627))",1015336,2109.99999999999,1060.00000000001,
88,1014750,ACU2177.D1,IfcDoor,0WaofehdD74RHKYzaM7YT0,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1015337,,1060mm - 2110mm S/O Laminate,"#1382761=IfcLocalPlacement(#1382740,#1382760)","#1014742=IfcProductDefinitionShape($,$,(#1014735,#1014740))",1015337,2109.99999999999,1060.00000000001,
89,1041066,ACU2181.D1,IfcDoor,0WaofehdD74RHKYzaM7YSK,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1015421,,1060mm - 2110mm S/O Laminate,"#1382798=IfcLocalPlacement(#1382777,#1382797)","#1041058=IfcProductDefinitionShape($,$,(#1041051,#1041056))",1015421,2109.99999999999,1060.00000000001,
90,1054456,ACU2130.D1,IfcDoor,0WaofehdD74RHKYzaM7YV6,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1015471,,1510mm - 2110mm S/O Laminate,"#1382837=IfcLocalPlacement(#1382814,#1382836)","#1054448=IfcProductDefinitionShape($,$,(#1054441,#1054446))",1015471,2110.00000000001,1509.9999999999802,
91,1067637,ACC2047.D1,IfcDoor,3FUg7aTk9CvPBQaDRa88Mv,IDT 3d - Equal Double Door:1910mm - 2110mm S/O Laminate:1016686,,1910mm - 2110mm S/O Laminate,"#1382874=IfcLocalPlacement(#1382853,#1382873)","#1067631=IfcProductDefinitionShape($,$,(#1067624,#1067629))",1016686,2110.0,1909.9999999999802,
92,1067838,ACC2002.D2,IfcDoor,3m0hdNtff1yB$O50SZ9sHA,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1021108,,1060mm - 2110mm S/O Laminate,"#1382911=IfcLocalPlacement(#1382890,#1382910)","#1067832=IfcProductDefinitionShape($,$,(#1067825,#1067830))",1021108,2109.99999999999,1060.00000000011,
93,1071553,ACU2197.D1,IfcDoor,3BRCgC_uv3Nhr99iv1EggI,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1106791,,1060mm - 2110mm S/O Laminate,"#1382950=IfcLocalPlacement(#1382927,#1382949)","#1071547=IfcProductDefinitionShape($,$,(#1071540,#1071545))",1106791,2109.99999999999,1060.00000000011,
94,1072383,ACU2111A.D1,IfcDoor,1JSBpkxzvE2fJSjbLbXzCi,IDT 2d - Double Unequal Door:1710mm - 2110mm S/O Laminate:1109119,,1710mm - 2110mm S/O Laminate,"#1382989=IfcLocalPlacement(#1382966,#1382988)","#1072377=IfcProductDefinitionShape($,$,(#1072370,#1072375))",1109119,2110.0,1710.0000000000302,
95,1072487,ACU2111.D1,IfcDoor,1m$IgFajLCx8HquZ_JKfcU,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1109703,,1480mm - 2110mm S/O Laminate,"#1383024=IfcLocalPlacement(#1383005,#1383023)","#1072481=IfcProductDefinitionShape($,$,(#1072474,#1072479))",1109703,2110.0,1480.00000000001,
96,1076481,ACC2007.D1,IfcDoor,0czObRW8bF5BtaFL0fk2mb,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1197250,,1060mm - 2110mm S/O Laminate,"#1383571=IfcLocalPlacement(#1383548,#1383570)","#1076475=IfcProductDefinitionShape($,$,(#1076468,#1076473))",1197250,2109.99999999999,1060.00000000011,
97,1090050,ACU2198.D1,IfcDoor,37aJODXvr29QmnD0s7ebcX,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1221827,,1510mm - 2110mm S/O Laminate,"#1380113=IfcLocalPlacement(#1380090,#1380112)","#1090044=IfcProductDefinitionShape($,$,(#1090037,#1090042))",1221827,2110.00000000001,1510.0,
98,1094140,ACC2002.D1,IfcDoor,2Fj8xrI2z8ixk9mX6GTptA,IDT 9a - Roller Shutter:2122 x 2400mm:1419919,,2122 x 2400mm,"#1383610=IfcLocalPlacement(#1383587,#1383609)","#1094134=IfcProductDefinitionShape($,$,(#1094127,#1094132))",1419919,2400.0,2122.0,
99,1274174,ACU2C04.D1,IfcDoor,2_Q8dtv1zDABDBi$ZKVgzR,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1603831,FD30S,1910mm - 2110mm S/O DS Laminate,"#1383647=IfcLocalPlacement(#1383626,#1383646)","#1274168=IfcProductDefinitionShape($,$,(#1274161,#1274166))",1603831,2110.0,1910.0,FD30S
100,35874,IP74012.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj6oN,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597219,,1480mm - 2110mm S/O Laminate,"#1649428=IfcLocalPlacement(#1649405,#1649427)","#35866=IfcProductDefinitionShape($,$,(#35859,#35864))",1597219,2110.0,1480.0000000000598,
101,36933,IP84021.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj6pu,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597260,,1480mm - 2110mm S/O Laminate,"#1649467=IfcLocalPlacement(#1649444,#1649466)","#36925=IfcProductDefinitionShape($,$,(#36918,#36923))",1597260,2110.0,1480.0000000000698,
102,37949,IP74013.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj6ms,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597314,,1480mm - 2110mm S/O Laminate,"#1649506=IfcLocalPlacement(#1649483,#1649505)","#37941=IfcProductDefinitionShape($,$,(#37934,#37939))",1597314,2110.0,1479.9999999999302,
103,38167,IP84020.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj6m8,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597372,,1480mm - 2110mm S/O Laminate,"#1649545=IfcLocalPlacement(#1649522,#1649544)","#38159=IfcProductDefinitionShape($,$,(#38152,#38157))",1597372,2110.0,1479.9999999999302,
104,39447,IP74021.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj6n6,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597426,,1480mm - 2110mm S/O Laminate,"#1649619=IfcLocalPlacement(#1649596,#1649618)","#39439=IfcProductDefinitionShape($,$,(#39432,#39437))",1597426,2110.0,1479.9999999999302,
105,40247,IP74020.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5EJ,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597479,,1480mm - 2110mm S/O Laminate,"#1649658=IfcLocalPlacement(#1649635,#1649657)","#40239=IfcProductDefinitionShape($,$,(#40232,#40237))",1597479,2110.0,1480.00000000001,
106,42071,IP74003.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Dh,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597663,,1480mm - 2110mm S/O Laminate,"#1649849=IfcLocalPlacement(#1649826,#1649848)","#42063=IfcProductDefinitionShape($,$,(#42056,#42061))",1597663,2110.0,1479.99999999999,
107,42628,IP84005.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5BH,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597797,,1480mm - 2110mm S/O Laminate,"#1649962=IfcLocalPlacement(#1649939,#1649961)","#42620=IfcProductDefinitionShape($,$,(#42613,#42618))",1597797,2110.0,1480.0000000000198,
108,43644,IP84003.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj58i,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597848,,1480mm - 2110mm S/O Laminate,"#1650001=IfcLocalPlacement(#1649978,#1650000)","#43636=IfcProductDefinitionShape($,$,(#43629,#43634))",1597848,2110.0,1479.99999999999,
109,44552,IP94006.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj593,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1597943,,1480mm - 2110mm S/O Laminate,"#1650040=IfcLocalPlacement(#1650017,#1650039)","#44544=IfcProductDefinitionShape($,$,(#44537,#44542))",1597943,2110.0,1480.0000000000198,
110,45762,IP84013.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj57f,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598045,,1480mm - 2110mm S/O Laminate,"#1650116=IfcLocalPlacement(#1650093,#1650115)","#45754=IfcProductDefinitionShape($,$,(#45747,#45752))",1598045,2110.0,1479.9999999999302,
111,47038,IP94021.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj52d,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598227,,1480mm - 2110mm S/O Laminate,"#1650190=IfcLocalPlacement(#1650167,#1650189)","#47030=IfcProductDefinitionShape($,$,(#47023,#47028))",1598227,2110.0,1480.0000000000698,
112,47731,IP94004.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj53w,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598286,,1480mm - 2110mm S/O Laminate,"#1650229=IfcLocalPlacement(#1650206,#1650228)","#47723=IfcProductDefinitionShape($,$,(#47716,#47721))",1598286,2110.0,1479.99999999999,
113,48534,IP94012.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj50t,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598339,,1480mm - 2110mm S/O Laminate,"#1650268=IfcLocalPlacement(#1650245,#1650267)","#48526=IfcProductDefinitionShape($,$,(#48519,#48524))",1598339,2110.0,1480.00000000001,
114,62261,IP74032.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51q,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598400,FD30S,1060mm - 2110mm S/O Laminate,"#1650344=IfcLocalPlacement(#1650321,#1650343)","#62255=IfcProductDefinitionShape($,$,(#62248,#62253))",1598400,2109.99999999998,1059.99999999998,FD30S
115,62886,IP84032.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51o,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598406,FD30S,1060mm - 2110mm S/O Laminate,"#1650383=IfcLocalPlacement(#1650360,#1650382)","#62880=IfcProductDefinitionShape($,$,(#62873,#62878))",1598406,2109.99999999998,1059.99999999998,FD30S
116,128838,IP74C03.D1,IfcDoor,2Vxv8mnhz1L80_EV7Bd9Pa,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598419,FD30S,1910mm - 2110mm S/O Laminate,"#1650461=IfcLocalPlacement(#1650438,#1650460)","#128832=IfcProductDefinitionShape($,$,(#128825,#128830))",1598419,2110.0,1910.0,FD30S
117,193884,IP74C05.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51W,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598420,FD30S,1910mm - 2110mm S/O Laminate,"#1650422=IfcLocalPlacement(#1650399,#1650421)","#193876=IfcProductDefinitionShape($,$,(#193869,#193874))",1598420,2110.0,1910.0000000000198,FD30S
118,194270,IP74C06.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51i,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598424,FD30S,1910mm - 2110mm S/O Laminate,"#1649697=IfcLocalPlacement(#1649674,#1649696)","#194264=IfcProductDefinitionShape($,$,(#194257,#194262))",1598424,2110.0,1909.99999999995,FD30S
119,194377,IP74C07.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51j,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598425,FD30S,1910mm - 2110mm S/O Laminate,"#1650498=IfcLocalPlacement(#1650477,#1650497)","#194369=IfcProductDefinitionShape($,$,(#194362,#194367))",1598425,2110.0,1910.00000000004,FD30S
120,194481,IP84C04.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51k,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598426,FD30S,1910mm - 2110mm S/O Laminate,"#1649886=IfcLocalPlacement(#1649865,#1649885)","#194475=IfcProductDefinitionShape($,$,(#194468,#194473))",1598426,2110.0,1909.99999999995,FD30S
121,194588,IP84C05.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj51l,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598427,FD30S,1910mm - 2110mm S/O Laminate,"#1650537=IfcLocalPlacement(#1650514,#1650536)","#194580=IfcProductDefinitionShape($,$,(#194573,#194578))",1598427,2110.0,1909.9999999999802,FD30S
122,196609,IP94013.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ur,IDT 2a - Double Unequal Door (Glazed - Observation):1480mm - 2110mm S/O Laminate:1598465,,1480mm - 2110mm S/O Laminate,"#1650841=IfcLocalPlacement(#1650818,#1650840)","#196601=IfcProductDefinitionShape($,$,(#196594,#196599))",1598465,2110.0,1479.9999999999302,
123,196717,IP94C02.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ut,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598467,FD30S,1910mm - 2110mm S/O Laminate,"#1650880=IfcLocalPlacement(#1650857,#1650879)","#196709=IfcProductDefinitionShape($,$,(#196702,#196707))",1598467,2110.0,1910.0000000000198,FD30S
124,262073,IP74C03.D3,IfcDoor,0ud9K13Iv5IQmm4nLhj5Up,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1598471,FD30S,1910mm - 2110mm S/O DS Laminate,"#1650917=IfcLocalPlacement(#1650896,#1650916)","#262067=IfcProductDefinitionShape($,$,(#262060,#262065))",1598471,2110.0,1910.0,FD30S
125,262284,IP74C05.D2,IfcDoor,0ud9K13Iv5IQmm4nLhj5Uz,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O Laminate:1598473,FD30S,1910mm - 2110mm S/O Laminate,"#1650954=IfcLocalPlacement(#1650933,#1650953)","#262278=IfcProductDefinitionShape($,$,(#262271,#262276))",1598473,2110.0,1909.99999999995,FD30S
126,262576,IP84C02.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ub,IDT 3b - Equal Double Door (Glazed):1910mm - 2110mm S/O DS Laminate:1598481,FD30S,1910mm - 2110mm S/O DS Laminate,"#1651030=IfcLocalPlacement(#1651009,#1651029)","#262570=IfcProductDefinitionShape($,$,(#262563,#262568))",1598481,2110.0,1910.0,FD30S
127,288980,IP74049.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5UX,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598485,,1060mm - 2110mm S/O Laminate,"#1650613=IfcLocalPlacement(#1650590,#1650612)","#288974=IfcProductDefinitionShape($,$,(#288967,#288972))",1598485,2109.99999999998,1060.0,
128,303775,IP74005B.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ui,IDT 11a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O:1598488,FD30S,1710mm - 2110mm S/O,"#1651069=IfcLocalPlacement(#1651046,#1651068)","#303769=IfcProductDefinitionShape($,$,(#303762,#303767))",1598488,2110.0,1709.99999999999,FD30S
129,316512,IP74042.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ug,IDT 1d - Single Door:910mm - 2110mm S/O Laminate:1598494,,910mm - 2110mm S/O Laminate,"#1651106=IfcLocalPlacement(#1651085,#1651105)","#316506=IfcProductDefinitionShape($,$,(#316499,#316504))",1598494,2109.99999999998,910.000000000036,
130,343252,IP74036.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5UM,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598498,,1060mm - 2110mm S/O Laminate,"#1651141=IfcLocalPlacement(#1651122,#1651140)","#343246=IfcProductDefinitionShape($,$,(#343239,#343244))",1598498,2109.99999999998,1060.0,
131,343364,IP74040.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5UG,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598500,,1060mm - 2110mm S/O Laminate,"#1651178=IfcLocalPlacement(#1651157,#1651177)","#343358=IfcProductDefinitionShape($,$,(#343351,#343356))",1598500,2109.99999999998,1060.00000000011,
132,356122,IP74038.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5UH,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598501,,1060mm - 2110mm S/O Laminate,"#1651215=IfcLocalPlacement(#1651194,#1651214)","#356116=IfcProductDefinitionShape($,$,(#356109,#356114))",1598501,2109.99999999998,1060.0,
133,356232,IP74034.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5UU,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598506,,1060mm - 2110mm S/O Laminate,"#1651250=IfcLocalPlacement(#1651231,#1651249)","#356226=IfcProductDefinitionShape($,$,(#356219,#356224))",1598506,2109.99999999998,1060.0,
134,369756,IP74047.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5U5,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1598513,FD30S,1510mm - 2110mm S/O Laminate,"#1650574=IfcLocalPlacement(#1650553,#1650573)","#369750=IfcProductDefinitionShape($,$,(#369743,#369748))",1598513,2110.00000000001,1510.0,FD30S
135,384516,IP74004B.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5U7,IDT 11a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O:1598515,FD30S,1710mm - 2110mm S/O,"#1651328=IfcLocalPlacement(#1651305,#1651327)","#384510=IfcProductDefinitionShape($,$,(#384503,#384508))",1598515,2110.0,1710.00000000001,FD30S
136,421565,IP74055.D3,IfcDoor,0ud9K13Iv5IQmm4nLhj5U8,IDT 1b - Single Door (Glazed):1060mm-2110mm S/O Laminate:1598524,FD30S,1060mm-2110mm S/O Laminate,"#1651365=IfcLocalPlacement(#1651344,#1651364)","#421559=IfcProductDefinitionShape($,$,(#421552,#421557))",1598524,2109.99999999998,1060.0,FD30S
137,421751,IP74044.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5U9,IDT 2d - Double Unequal Door:1510mm - 2110mm S/O Laminate:1598525,,1510mm - 2110mm S/O Laminate,"#1650650=IfcLocalPlacement(#1650629,#1650649)","#421745=IfcProductDefinitionShape($,$,(#421738,#421743))",1598525,2110.00000000001,1510.00000000004,
138,448060,IP84043.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Vq,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598528,,1060mm - 2110mm S/O Laminate,"#1651402=IfcLocalPlacement(#1651381,#1651401)","#448054=IfcProductDefinitionShape($,$,(#448047,#448052))",1598528,2109.99999999998,1059.99999999998,
139,448260,IP84041.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Vu,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598540,,1060mm - 2110mm S/O Laminate,"#1649580=IfcLocalPlacement(#1649561,#1649579)","#448254=IfcProductDefinitionShape($,$,(#448247,#448252))",1598540,2109.99999999998,1060.00000000011,
140,448912,IP84046.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Vl,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598555,,1060mm - 2110mm S/O Laminate,"#1650689=IfcLocalPlacement(#1650666,#1650688)","#448906=IfcProductDefinitionShape($,$,(#448899,#448904))",1598555,2109.99999999998,1060.0,
141,461672,IP84047.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Ve,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598556,,1060mm - 2110mm S/O Laminate,"#1650763=IfcLocalPlacement(#1650742,#1650762)","#461666=IfcProductDefinitionShape($,$,(#461659,#461664))",1598556,2109.99999999998,1060.0,
142,474610,IP94051.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5VG,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598564,,1060mm - 2110mm S/O Laminate,"#1650802=IfcLocalPlacement(#1650779,#1650801)","#474604=IfcProductDefinitionShape($,$,(#474597,#474602))",1598564,2109.99999999998,1060.0,
143,474721,IP94048.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5VV,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598571,,1060mm - 2110mm S/O Laminate,"#1650077=IfcLocalPlacement(#1650056,#1650076)","#474715=IfcProductDefinitionShape($,$,(#474708,#474713))",1598571,2109.99999999998,1060.0,
144,501039,IP94033.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5VP,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598573,,1060mm - 2110mm S/O Laminate,"#1651441=IfcLocalPlacement(#1651418,#1651440)","#501031=IfcProductDefinitionShape($,$,(#501024,#501029))",1598573,2109.99999999998,1060.0,
145,501342,IP94041.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5V0,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598580,,1060mm - 2110mm S/O Laminate,"#1650151=IfcLocalPlacement(#1650132,#1650150)","#501336=IfcProductDefinitionShape($,$,(#501329,#501334))",1598580,2109.99999999998,1060.00000000011,
146,501454,IP94043.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5V1,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598581,,1060mm - 2110mm S/O Laminate,"#1651480=IfcLocalPlacement(#1651457,#1651479)","#501446=IfcProductDefinitionShape($,$,(#501439,#501444))",1598581,2109.99999999998,1060.0,
147,514115,IP94046.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5V2,IDT 1d - Single Door:910mm - 2110mm S/O Laminate:1598582,,910mm - 2110mm S/O Laminate,"#1650305=IfcLocalPlacement(#1650284,#1650304)","#514107=IfcProductDefinitionShape($,$,(#514100,#514105))",1598582,2109.99999999998,910.000000000111,
148,528816,IP94001.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5VF,IDT 2a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O Laminate:1598587,,1710mm - 2110mm S/O Laminate,"#1651519=IfcLocalPlacement(#1651496,#1651518)","#528808=IfcProductDefinitionShape($,$,(#528801,#528806))",1598587,2110.0,1709.9999999999802,
149,543687,IP94005.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5VB,IDT 2a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O Laminate:1598591,,1710mm - 2110mm S/O Laminate,"#1651558=IfcLocalPlacement(#1651535,#1651557)","#543679=IfcProductDefinitionShape($,$,(#543672,#543677))",1598591,2110.0,1709.9999999999802,
150,543793,IP84045.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Sm,IDT 1c - Single Door (Glazed):1060mm - 2110mm S/O Laminate:1598596,,1060mm - 2110mm S/O Laminate,"#1650726=IfcLocalPlacement(#1650705,#1650725)","#543787=IfcProductDefinitionShape($,$,(#543780,#543785))",1598596,2109.99999999998,1060.0,
151,544212,IP84004.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5Sz,IDT 2a - Double Unequal Door (Glazed - Observation):1710mm - 2110mm S/O Laminate:1598601,,1710mm - 2110mm S/O Laminate,"#1651597=IfcLocalPlacement(#1651574,#1651596)","#544204=IfcProductDefinitionShape($,$,(#544197,#544202))",1598601,2110.0,1709.9999999999802,
152,555329,IP94050.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5SN,IDT 1d - Single Door:810mm - 2110mm S/O Laminate:1598627,,810mm - 2110mm S/O Laminate,"#1651671=IfcLocalPlacement(#1651650,#1651670)","#555323=IfcProductDefinitionShape($,$,(#555316,#555321))",1598627,2109.99999999998,809.999999999989,
153,555701,IP74056.D1,IfcDoor,0ud9K13Iv5IQmm4nLhj5SS,IDT 1d - Single Door:1060mm - 2110mm S/O Laminate:1598632,,1060mm - 2110mm S/O Laminate,"#1649810=IfcLocalPlacement(#1649787,#1649809)","#555695=IfcProductDefinitionShape($,$,(#555688,#555693))",1598632,2109.99999999998,1060.00000000011,
