,Assembly Code,Assembly Description,OmniClass Number,OmniClass Title,Access Control,Blind Type,Comments,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Ironmongery Set,Keynote,Level,Manufacturer,Mark,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Acoustic Designation,DOOR_Power,Fire Designation,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating,Spec Ref
IfcText('CCU2028.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2028.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKfF'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2028.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2030.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2030.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKgJ'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2030.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2031.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2031.S5'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKhV'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2031.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2032.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2032.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKaJ'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2032.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2035.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2035.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKbr'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2035.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2033.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2033.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKcV'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2033.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2026.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2026.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKWQ'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2026.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2025.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2025.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKXI'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2025.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2024.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2024.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKZg'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2024.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2023.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2023.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKZE'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2023.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2022.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2022.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKyq'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2022.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2021.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2021.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2059.99999999999),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYKzc'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2021.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2016.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2016.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYK50'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2016.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2017.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2017.S3'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('2kQiptuUT8FOgQVrRfYK6s'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2017.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2010.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText(''),IfcText('DUD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(900.),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText('Half Height/Edge'),IfcText(''),IfcText('Yes'),IfcText('IDT 2d'),IfcBoolean(.F.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('PVC Wrapped'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('14W_5tmIv7TgPn0AZwQmQC'),IfcText('08h'),IfcText('L20/431'),IfcLabel('Level: Level 2'),,IfcText('CCU2010.D1'),IfcText('Double Unequal Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(0.),IfcLengthMeasure(2110.),IfcLengthMeasure(1510.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 2d - Double Unequal Door: 1510mm - 2110mm S/O Laminate'),IfcText('DUD/SS'),IfcText('J175'),IfcLengthMeasure(1510.),,IfcText('Delayed Close'),IfcText('FD30S'),IfcBoolean(.F.),IfcText('TBC'),IfcText('TBC'),IfcLengthMeasure(900.),IfcLengthMeasure(521.),,
IfcText('CCU2041.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2041.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText(''),IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('14W_5tmIv7TgPn0AZwQmSH'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2041.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2040.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2040.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('14W_5tmIv7TgPn0AZwQmGQ'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2040.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
IfcText('CCU2039.D1'),IfcText(''),IfcText(''),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('Part of Glazed Screen CCU2039.S1'),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(867.5),IfcBoolean(.F.),IfcText('TBC'),IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText(''),IfcText('IDT 6c'),IfcBoolean(.F.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),,IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2060.),IfcLengthMeasure(2060.),IfcLengthMeasure(139.999999999968),IfcText('14W_5tmIv7TgPn0AZwQmI0'),IfcText('G07'),IfcText('L11/579'),IfcLabel('Level: Level 2'),,IfcText('CCU2039.D1'),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2060.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 6c - Equal Double Door (Internal Glazing-Observation): 1910mm - 2110mm S/O'),IfcText('DD/SS (GL)'),IfcText('J136'),IfcLengthMeasure(1824.),IfcText('30dB'),IfcText(''),,,,,,,,
