,Assembly Code,Assembly Description,Access Control,Blind Type,Description,Door Panel Height,Door Panel Thickness,Door Panel Width,DOOR_Finger Protection,DOOR_Finishes,DOOR_Power,DOOR_Privacy VP,DOOR_Protection,DOOR_Radiation Protection,DOOR_Signage,DOOR_Type,DOOR_Ventilation,Family,Family and Type,Finish,Fire Designation,Frame Material,Frame Thickness,Gap,Head Height,Height,Host Partition Thickness,IfcGUID,Keynote,Level,Mark,OmniClass Number,OmniClass Title,Operation,Phase Created,Phase Demolished,Required Effective Clear Width,Rough Height,Rough Width,Sill Height,Thickness,Thickness_2,Type,Type Comments,Type Mark,Width,Comments,Ironmongery Set,Manufacturer,Vision Panel,Accessories & Sundry Items,Durability Rating,Main Panel Width,Secondary Panel Width,DOOR_Acoustic Rating,Acoustic Designation
IfcText('PLA1101.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1etSiK3Sz8w9WlsmvO96pG'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1101.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('PLA1102.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1etSiK3Sz8w9WlsmvO96pI'),IfcText('L20/439'),IfcLabel('Level: Level 1'),IfcText('PLA1102.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,,,,,,,,,
IfcText('PLA2101.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1etSiK3Sz8w9WlsmvO96pR'),IfcText('L20/439'),IfcLabel('Level: Level 2'),IfcText('PLA2101.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),IfcText(''),,,,,,,,,
IfcText('PLA2102.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1etSiK3Sz8w9WlsmvO96p5'),IfcText('L20/439'),IfcLabel('Level: Level 2'),IfcText('PLA2102.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),IfcText(''),IfcText('09a'),,,,,,,,
IfcText('PLA3102.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('1etSiK3Sz8w9WlsmvO96p2'),IfcText('L20/439'),IfcLabel('Level: Level 3'),IfcText('PLA3102.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,,,,,,,,,
IfcText('PLA3101.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('0_Y$09oqD4fQ_GP4PNFRSO'),IfcText('L20/439'),IfcLabel('Level: Level 3'),IfcText('PLA3101.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,,,,,,,,,
IfcText('PLA4102.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('0_Y$09oqD4fQ_GP4PNFRkO'),IfcText('L20/439'),IfcLabel('Level: Level 4'),IfcText('PLA4102.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('PLA4101.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('0_Y$09oqD4fQ_GP4PNFRkQ'),IfcText('L20/439'),IfcLabel('Level: Level 4'),IfcText('PLA4101.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(119.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,,,,,,,,,
IfcText('PLA0210.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText(''),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Painted'),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText(''),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('6'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('02Gy8gcvz04Ob$6pFISmpG'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0210.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3d - Equal Double Door: 1910mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('209'),IfcLengthMeasure(1910.),,IfcText('42'),,,,,,,,
IfcText('PLA2209.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(760.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('2uvOkCFHDCWg4WBkGG$yz7'),IfcText('L20/439'),IfcLabel('Level: Level 2'),IfcText('PLA2209.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1610.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 4a - Riser Double Door: 1610mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('213'),IfcLengthMeasure(1610.),,IfcText('09a'),,,,,,,,
IfcText('ICT5003.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('291W46vYPFXOOHh5QtFroV'),IfcText('L20/439'),IfcLabel('Level: Level 5'),IfcText('ICT5003.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(142.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,,,,,,,,,
IfcText('ICT5002.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('3KZRxglY9DQx5Qj4JEdp$D'),IfcText('L20/439'),IfcLabel('Level: Level 5'),IfcText('ICT5002.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(142.),IfcLabel('IDT 4a - Riser Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('214'),IfcLengthMeasure(1810.),,IfcText('08l'),,,,,,,,
IfcText('CIR0116.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2310.),IfcLengthMeasure(32.),,IfcBoolean(.F.),IfcText('TBC'),IfcText('Hold Open'),IfcBoolean(.F.),IfcText('Kick/Edge'),IfcText(''),IfcText(''),IfcText('IDT 5a*'),IfcBoolean(.F.),IfcLabel('IDT 5a - Hospital Street Doors (FOH) Frameless: 1824mm - 2360mm S/O Double Swing Laminate'),IfcLabel('IDT 5a - Hospital Street Doors (FOH) Frameless: 1824mm - 2360mm S/O Double Swing Laminate'),IfcText('Laminate'),IfcText('FD30S'),IfcText(''),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2360.),IfcLengthMeasure(2360.),IfcLengthMeasure(139.999999999968),IfcText('0ISnZCFvr1Y9kohKfpbQcY'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcText('CIR0116.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2360.),IfcLengthMeasure(1824.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(160.),IfcLabel('IDT 5a - Hospital Street Doors (FOH) Frameless: 1824mm - 2360mm S/O Double Swing Laminate'),IfcText('DD/SS'),IfcText('234'),IfcLengthMeasure(1824.),IfcText('Part of Glazed Screen CIR0116.S1'),,,,,,,,,
IfcText('PLA4303.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('TBC'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 3d - Equal Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2260.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('3Mr3cxQGP84v7ncgZykikp'),IfcText('L20/439'),IfcLabel('Level: Level 4'),IfcText('PLA4303.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(150.),IfcLengthMeasure(32.),IfcLengthMeasure(127.),IfcLabel('IDT 3d - Equal Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('208'),IfcLengthMeasure(1810.),IfcText('Over Bund Wall'),,,,,,,,,IfcText('35dB')
IfcText('PLA5204.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(860.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('Yes'),IfcText('IDT 3d'),IfcBoolean(.F.),IfcLabel('IDT 3d - Equal Double Door: 1810mm - 2110mm S/O Painted'),IfcLabel('IDT 3d - Equal Double Door: 1810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD30S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('12wZxKCnX7nvDg1d2ajdh5'),IfcText('L20/439'),IfcLabel('Level: Level 5'),IfcText('PLA5204.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1810.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(142.),IfcLabel('IDT 3d - Equal Double Door: 1810mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('208'),IfcLengthMeasure(1810.),,IfcText('07a'),,,,,,,,
IfcText('PLA3202.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('3$LSb41lr0xhEl5q6V7Qow'),IfcText('L20/439'),IfcLabel('Level: Level 3'),IfcText('PLA3202.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('203'),IfcLengthMeasure(1060.),,IfcText('09'),IfcText('Revit'),,,,,,,
IfcText('ADM1030.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(976.),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText('Kick'),IfcText(''),IfcText('TBC'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('Laminate'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('0wmC8Kq9n2bwxc2KjKfwca'),IfcText('L20/431'),IfcLabel('Level: Level 1'),IfcText('ADM1030.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(1060.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(127.),IfcLabel('IDT 1d - Single Door: 1060mm - 2110mm S/O Laminate'),IfcText('SD/SS'),IfcText('J138'),IfcLengthMeasure(1060.),,,IfcText('Revit'),,,,,,,
IfcText('PLA3206.D1'),IfcText(''),IfcText(''),,IfcText(''),IfcText('DD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(1114.5),IfcBoolean(.F.),IfcText('TBC'),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 4a'),IfcBoolean(.F.),IfcLabel('IDT 4a - Riser Double Door: 2318mm - 2110mm S/O Painted'),IfcLabel('IDT 4a - Riser Double Door: 2318mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999983),IfcText('3Aad7w_Hz6SQBcRRPmBGyn'),IfcText('L20/439'),IfcLabel('Level: Level 3'),IfcText('PLA3206.D1'),IfcText(''),IfcText(''),IfcText('Double Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1700.),IfcLengthMeasure(2110.),IfcLengthMeasure(2318.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 4a - Riser Double Door: 2318mm - 2110mm S/O Painted'),IfcText('DD/SS'),IfcText('246'),IfcLengthMeasure(2318.),,IfcText('09a'),,,,,,,,
IfcText('PLA0130.D1'),IfcText(''),IfcText(''),IfcText('-'),IfcText(''),IfcText('SD/SS'),IfcLengthMeasure(2060.),IfcLengthMeasure(38.),IfcLengthMeasure(726.),IfcBoolean(.F.),IfcText(''),,IfcBoolean(.F.),IfcText(''),IfcText(''),IfcText('Yes'),IfcText('IDT 1d'),IfcBoolean(.F.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Painted'),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Painted'),IfcText('Painted Finish'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(149.999999999992),IfcText('0Ui9JZK3L62PgwQSeNJEP1'),IfcText('L20/439'),IfcLabel('Level: Level 0'),IfcText('PLA0130.D1'),IfcText(''),IfcText(''),IfcText('Single Door Single Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(850.),IfcLengthMeasure(2110.),IfcLengthMeasure(810.),IfcLengthMeasure(0.),IfcLengthMeasure(38.),IfcLengthMeasure(97.),IfcLabel('IDT 1d - Single Door: 810mm - 2110mm S/O Painted'),IfcText('SD/SS'),IfcText('244'),IfcLengthMeasure(810.),,IfcText('09'),IfcText('Revit'),,,,,,,
IfcText('CIR0118.D1'),IfcText(''),IfcText(''),IfcText('Yes'),IfcText(''),IfcText('DD/SS (GL)'),IfcLengthMeasure(2060.),IfcLengthMeasure(32.),IfcLengthMeasure(910.5),IfcBoolean(.F.),IfcText('TBC'),IfcText(''),IfcBoolean(.F.),IfcText('Kick/Mid/Edge'),IfcText(''),IfcText(''),IfcText('IDT 3b'),IfcBoolean(.F.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('Laminate'),IfcText('FD60S'),IfcText('Painted Finish'),IfcLengthMeasure(32.),IfcText('3'),IfcLengthMeasure(2110.),IfcLengthMeasure(2110.),IfcLengthMeasure(139.999999999968),IfcText('2JHopCl0r4of2ABXf2wAVG'),IfcText('L20/431'),IfcLabel('Level: Level 0'),IfcText('CIR0118.D1'),IfcText(''),IfcText(''),IfcText('Double Door Double Swing'),IfcLabel('New Construction'),,IfcLengthMeasure(1740.),IfcLengthMeasure(2110.),IfcLengthMeasure(1910.),IfcLengthMeasure(0.),IfcLengthMeasure(32.),IfcLengthMeasure(97.),IfcLabel('IDT 3b - Equal Double Door (Glazed): 1910mm - 2110mm S/O DS Laminate'),IfcText('DD/SS (GL)'),IfcText('J137'),IfcLengthMeasure(1910.),,,,,,,,,,
